电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
第十二个人,哈罗德·兹瓦特,彼特·斯卡弗兰,乔纳森·莱斯·梅耶斯/托马斯·古勒斯塔德/玛丽·布洛克胡斯/维加·霍尔/马丁·基弗,剧情/历史/战争,挪威,英语/挪威语/德语/萨米语,2017-12-25(挪威),135分钟,不可能的逃亡(台)/12thMan/The12thMan/12-йчеловек,tt3300980
无爱可诉,安德烈·萨金塞夫,奥莱格·涅金/安德烈·萨金塞夫,玛丽安娜·斯皮瓦克/阿列克谢·罗津/马特威·诺维科夫/瓦尔瓦拉·史密科娃/安德瑞斯·凯斯/阿列克谢·法捷耶夫/弗拉季米尔·弗多维琴科夫/雅妮娜·霍普/安娜斯塔西娅·斯泰思科/叶夫根尼娅·德米特里娃/谢尔盖·博里索夫,剧情/家庭,俄罗斯/法国,俄语,2017-05-18(戛纳电影节)/2017-06-01(俄罗斯),127分钟,当爱不见了(台)/双亲不相爱(港)/Loveless/Nelyubov,tt6304162
高潮,加斯帕·诺,加斯帕·诺,索菲亚·波多拉/RomainGuillermic/SouheilaYacoub/KiddySmile/ClaudeGajanMaull/GisellePalmer/TaylorKastle/TheaCarlaSchott/SharleenTemple/LeaVlamos,剧情/惊悚/歌舞,法国,法语/英语,2018-05-13(戛纳电影节)/2018-09-19(法国),95分钟,舞·极乐(港),tt8359848
快乐王子,鲁伯特·艾弗雷特,鲁伯特·艾弗雷特,鲁伯特·艾弗雷特/科林·费尔斯/艾米丽·沃森/科林·摩根/埃德温·托马斯/汤姆·威尔金森/安娜·钱斯勒/朱利安·沃德姆/碧翠斯·黛尔/安德烈·彭文/约书亚·麦圭尔/克里斯蒂安·布朗查特/奥利弗·凯特/罗纳德·皮卡普/约翰·斯坦丁/本杰明·沃辛/丹尼尔·韦曼,剧情/同性/传记,英国/比利时/意大利/德国,英语/意大利语/法语,2018-01-21(圣丹斯电影节)/2018-06-15(英国),105分钟,,tt2404639
难道不浪漫,托德·施特劳斯-舒尔森,埃里·卡迪约/达纳·福克斯/凯瑟琳·西尔伯曼,蕾蓓尔·威尔森/利亚姆·海姆斯沃斯/亚当·德维尼/佩丽冉卡·曹帕拉/布兰登·斯科特·琼斯/贝蒂·吉尔平/汤姆·艾利斯/珍妮弗·桑德斯/费斯·洛根/尤金娜·库日敏娜/雪莉·罗德里格斯/杰奎琳·霍努力克/埃斯特班·贝尼托/桃乐丝·麦卡锡/卢西亚诺·阿库尼亚/马米·科西科,喜剧/爱情/奇幻,美国,英语,2019-02-14(美国),88分钟,这不浪漫吗/好不浪漫(台),tt2452244
90年代中期,乔纳·希尔,乔纳·希尔,桑尼·苏尔季克/凯瑟琳·沃特斯顿/卢卡斯·赫奇斯/纳-凯尔·史密斯/奥伦·普雷纳特/吉奥·加利西亚/赖德·麦克劳克林/亚历克萨·德米/哈莫尼·科林/杰洛德·卡尔迈克/贾克斯·马尔科姆,剧情/喜剧,美国,英语,2018-09-09(多伦多电影节)/2018-10-19(美国),84分钟,Mid'90s,tt5613484
神偷联盟,史蒂文·索德伯格,丽贝卡·布朗特,查宁·塔图姆/丹尼尔·克雷格/亚当·德赖弗/丽莉·克亚芙/希拉里·斯万克/凯瑟琳·沃特斯顿/大卫·丹曼/杰克·奎德/布莱恩·格里森/吉姆·奥希尔/法拉·麦肯齐/布登·约翰斯顿/萨顿·约翰斯顿/塞巴斯蒂安·斯坦/塞思·麦克法兰/凯蒂·霍尔姆斯,喜剧/犯罪,美国,英语,2017-08-18(美国),119分钟,幸运的罗根/罗根好好运(台)/卢根急转弯(港),tt5439796
深海越狱,帕夏·帕特里基,查德·洛/泰勒·科尼,尚格·云顿/杜夫·龙格尔/杰思敏·沃兹/帕特里克·基尔帕特里克/阿尔·萨皮恩扎/克里斯·云顿/兰斯·E·尼克尔斯/亚历山大·维舍尔鲍默/考特尼·B·特克/卡塔尔·彭德莱/马克·希曼/伊恩·奈尔斯/约翰·波西/亚伦·奥康奈尔/杰姆斯·班尼特/瓦内萨·莫达/汤姆·德努奇/唐迪·塔格韦尔,动作/冒险,美国,英语,2018-06-08(中国大陆)/2018-05-25(德国),105分钟/104分钟(中国大陆),黑水,tt5622412
赛马皮特,安德鲁·海格,安德鲁·海格/威利·维劳汀,崔维斯·费米尔/史蒂夫·茨恩/查理·普拉默/科洛·塞维尼/史蒂夫·布西密/艾米·西米茨/刘易斯·普尔曼/艾丽森·艾略特/贾斯汀·雷恩/瑞秋·佩雷尔·佛斯基特/柯蒂斯·麦甘恩/达娜·米利肯/迈克·布雷克菲尔德/艾安娜·伯克希尔/朱丽亚·普鲁德霍姆/弗兰克·加列戈斯/约瑟夫·贝尔托特,剧情/冒险,英国,英语,2017-09-01(威尼斯电影节)/2018-05-04(英国),121分钟,,tt5340300
我的冠军男友,马塞尔·吉斯莱,马塞尔·吉斯莱/托马斯·赫斯/弗里德里克·莫里特,麦克斯·胡巴赫/艾伦·阿尔塔拉斯/杰西·莫拉维克/朱格·普拉斯/多诺·穆格勒/安德烈亚斯·马蒂/希尔温·阿米尼/法比齐奥·波萨尼/朱利安·科奇林/加布里埃尔·诺阿·马瑞尔/施塔隆·安德森/乔利斯·格拉沃尔,剧情/爱情/同性/运动,瑞士,瑞士德语/德语,2018-02-22(瑞士),124分钟,马里奥/球場的偽術(港),tt6999052
海滩游侠,赛斯·戈登,迈克尔·伯克/道格拉斯·施瓦兹/格雷戈里·J·博纳/杰·舒瑞克/大卫·隆恩/托马斯·列农/罗伯特·本·加兰特/达米安·香农/马克·斯威夫特,道恩·强森/扎克·埃夫隆/佩丽冉卡·曹帕拉/亚历珊德拉·达达里奥/凯莉·罗尔巴赫/伊芬什·哈德拉/乔恩·巴斯/叶海亚·阿卜杜勒-迈丁/汉尼拔·布勒斯/罗布·许贝尔/阿明·约瑟夫/杰克·凯西/奥斯卡·努内斯/大卫·哈塞尔霍夫/帕米拉·安德森/贝琳达,喜剧/动作,美国,英语,2017-05-12(台湾)/2017-05-25(美国),116分钟/121分钟(加长版),海滩救护队(台)/沙滩拯救队(港)/护滩使者/生死海滩,tt1469304
童年的许诺,埃里克·巴比尔,埃里克·巴比尔/玛丽·恩纳德,皮埃尔·尼内/夏洛特·甘斯布/迪迪埃·布尔东/让-皮埃尔·达鲁森/凯瑟琳·麦克马克/费尼肯·欧菲尔德/PawelPuchalski/尼莫·谢夫曼/佐伊·博伊尔/卢·肖万/EmilianoSuarez/AlbertoManeiro/PreciadoRodriguez/凯瑟琳·斯凯娜卡/MartaKlubowicz,爱情/传记,法国,法语,2017-12-20(法国),131分钟,黎明的承诺(台)/Promiseatdawn,tt5061360
神奇马戏团之动物饼干,托尼·班克罗夫特/斯科特·克里斯汀·萨瓦,斯科特·克里斯汀·萨瓦/迪恩·洛雷/关雷溟/李卓辰,艾米莉·布朗特/约翰·卡拉辛斯基/伊恩·麦克莱恩/西尔维斯特·史泰龙/丹尼·德维托/雷文-西蒙尼/帕特里克·沃伯顿/塔拉·斯特朗/吉尔伯特·戈特弗雷德/詹姆斯·阿诺德·泰勒/凯文·格雷维奥斯/哈维·费斯特恩/凯莉·库柯,喜剧/动画/奇幻/冒险,美国/西班牙/中国大陆/韩国/香港,英语,2018-07-21(中国大陆)/2017-06-12(安锡动画电影节),94分钟,神奇马戏团/动物饼干/MagicalCircus/AnimalCrackers,tt4155534
库尔斯克,托马斯·温特伯格,罗伯特·罗达特/罗伯特·摩尔,科林·费尔斯/蕾雅·赛杜/马提亚斯·修奈尔/迈克尔·恩奎斯特/马克斯·冯·叙多夫/奥古斯特·迪赫/史蒂芬·威丁顿/潘妮拉·奥古斯特/马提亚斯·施维赫夫/扎特科·巴瑞克/乔尔·巴斯曼/马格努斯·米兰/伊娃·范·德·古奇特/古斯塔夫·汉马斯顿/约翰·霍林沃思/皮特·布科夫斯基/布贾内·亨里克森/彼得·西蒙尼舍克/拉尔斯·博格曼/蒂伊门·戈瓦尔茨/米格伦·米切夫/海伦娜·赖因科德·纳曼/皮特·泼拉格伯格/阿斯克·邦/马丁·布拉巴赫/克拉多·德·克拉伦/菲迪迦·斯图肯,剧情/历史/灾难,法国/比利时/卢森堡,英语,2018-09-06(多伦多电影节)/2018-11-07(法国),117分钟,潜行浩劫96小时(港)/深海救援(台)/潜舰K-141,tt4951982
24小时：末路重生,布莱恩·斯莫兹,扎克·迪恩/吉姆·麦克莱恩/罗恩·米塔,伊桑·霍克/许晴/保罗·安德森/鲁特格尔·哈尔/利亚姆·坎宁安/娜塔莉·博尔特/坦娅·范·格拉恩/哈基姆·凯-卡西姆/珍娜·厄普顿/艾丹·怀托克/蒂龙·基奥/杰瑞米·杨/苏珊·玲·杨/理查德·洛锡安/比约恩·施泰因巴赫/布兰登·默雷/安德鲁·莫尔加多/杰森·梅德/加里·格鲁森/亚历克斯·安洛斯/谢恩·约翰·克鲁格,动作/科幻/惊悚/犯罪,美国/中国大陆/南非,英语/汉语普通话,2018-01-26(中国大陆)/2017-10-26(奥斯汀电影节),93分钟,24小时生存/一日求生/只活24小时,tt5442456
自由了！,皮埃尔·沙尔瓦多利,本杰明·查比特/贝诺伊·格拉芬/皮埃尔·沙尔瓦多利,阿黛拉·哈内尔/皮奥·马麦/奥黛丽·塔图/达米安·勃纳尔/樊尚·埃尔巴兹/霍钦·丘特里/奥克塔夫·波斯维特/克里斯多夫·泰克,剧情/喜剧/犯罪,法国,法语,2018-05-14(戛纳电影节)/2018-10-31(法国),108分钟,旧爱来找碴(台)/谈谈情，补补镬(港)/TheTroublewithYou,tt7534068
亲吻亭,文斯·马塞洛,文斯·马塞洛/BethReekles,乔伊·金/乔尔·考特尼/莫尔纳·维瑟/莫利·林沃德/NathanLynn/MeganneYoung/JacobElordi/FrancesSholto-Douglas/ByronLangley/RobbieTucker/JessicaSutton/D.DavidMorin,喜剧/爱情,英国,英语,2018-05-11(美国),105分钟,接吻亭/恋与接吻亭,tt3799232
真爱百分百,弗朗克·迪博斯克,弗朗克·迪博斯克/德克兰·梅,弗朗克·迪博斯克/亚历山德拉·拉米/艾尔莎·泽贝斯坦/热拉尔·达尔蒙/卡洛琳·安格鲁德/洛朗·巴图/克洛德·布拉瑟/弗朗索瓦-格扎维埃·德梅松/克里斯托弗·卡纳德/弗朗西斯·科菲内/源利华/菲利普·维约,喜剧/爱情,法国/比利时,法语/英语/意大利语,2018-03-14(法国),107分钟,爱情不轮转(台)/全员起立/RollingtoYou,tt6838702
玻璃城堡,德斯汀·克里顿,德斯汀·克里顿/安德鲁·兰纳姆/珍妮特·沃尔斯,布丽·拉尔森/伍迪·哈里森/娜奥米·沃茨/艾拉·安德森/钱德勒·海德/马克思·格林菲尔德/乔希·卡拉斯/查理·肖特韦尔/伊恩·阿米蒂奇/莎拉·斯努克/萨迪·辛克/奥利维亚·凯特·莱斯/布里盖特·伦迪·佩恩/席瑞·克鲁克斯/伊登·格雷斯·雷德菲尔德/罗宾·巴特利特/乔·平格/多米尼克·博加特,剧情/家庭/传记,美国,英语,2017-08-11(美国),127分钟,,tt2378507
德黑兰禁忌,阿里·苏赞德,格里特·基恩斯伦/阿里·苏赞德,法拉德·阿巴丁尼贾德/贾斯米娜·阿里/罗齐塔·阿萨多拉希/阿利雷扎·贝拉姆/扎拉·阿米尔·阿布拉希米/希尔·艾罗格路,剧情/动画,德国/奥地利,波斯语,2017-05-20(戛纳电影节)/2017-11-16(德国),96分钟,德黑兰禁忌玫瑰(港)/TéhéranTabou,tt5584796
儿童法案,理查德·艾尔,伊恩·麦克尤恩,菲恩·怀特海德/艾玛·汤普森/斯坦利·图齐/妮基·阿姆卡-伯德/本·卓别林/杰森·沃特金斯/鲁珀特·范西塔特/萝西·凯弗利洛/安东尼·凯尔夫/斯塔奇·希克斯/尼古拉斯·琼斯/艾琳·沃尔什/多米尼克·卡特/安德鲁·哈维尔/米歇尔·奥斯丁/保罗·杰森/哈廷·帕特尔/KarlFarrer/罗茜·布尔/拉裴尔·德普雷/丹尼尔·厄根/黛博拉·洛克/亚力克斯·布莱克/德斯·麦卡莱尔/ManuelaMaletta/泰·赫尔利/芙洛·费拉科/NaomiFrederick/安贾纳·瓦桑/克莱尔·阿什顿/沙奎尔·阿里-耶布阿/DavidWebber/AvitalAbergel,剧情,英国/美国,英语,2017-09-09(多伦多电影节)/2018-08-24(英国),105分钟,判决(台)/少年法·內情(港),tt6040662
法外之王,大卫·马肯兹,巴斯肖巴·多伦/大卫·马肯兹/詹姆斯·麦金尼斯/大卫·哈罗尔/马克·鲍姆贝克,克里斯·派恩/斯蒂芬·迪兰/亚伦·泰勒-约翰逊/丽贝卡·罗宾/比利·豪尔/萨姆·斯普卢尔/乔纳森·菲利普斯/邓肯·拉克鲁瓦/卡兰·马尔韦/史蒂芬·克里/托尼·库兰/詹姆斯·卡沙莫/阿拉斯塔尔·麦肯泽/洛娜·麦克法迪/弗洛伦斯·皮尤,剧情/动作/传记/历史,英国,英语,2018-09-06(多伦多电影节)/2018-11-09(美国),121分钟,逃犯国王(港)/不法国王(台)/无法之王,tt6679794
斯坦和奥利,乔·拜尔德,杰夫·波普,史蒂夫·库根/约翰·C·赖利/雪莉·亨德森/妮娜·阿里安达/丹尼·赫斯顿/斯蒂芬妮·海姆/萨西·凯恩/鲁弗斯·琼斯/宾利·卡鲁/桑吉弗·科赫利/丹尼尔·弗恩/迈克尔·海登/尼克·欧文福特/哈里·赫普/加里·基利/莱蕾·迪克斯/丽贝卡·埃莉斯·兰姆/西蒙·阿格,剧情/喜剧/传记,英国/美国/加拿大,英语,2018-10-21(伦敦电影节)/2019-01-11(英国),97分钟,喜剧天团：劳莱与哈台(台)/斯坦与奥列佛/StanandOllie,tt3385524
盲点,卡洛斯·洛佩斯·埃斯特拉达,拉斐尔·卡索/戴维德·迪格斯,戴维德·迪格斯/拉斐尔·卡索/詹妮娜·加万卡/雅斯曼·塞斯·琼斯/伊桑·恩布里/提莎·坎贝尔-马丁/乌特卡什·安邦德卡尔/凯文·卡罗尔/耐姆比·耐姆比/乔恩·查芬/韦恩·奈特/马戈·霍尔,剧情/喜剧/犯罪,美国,英语,2018-01-18(圣丹斯电影节)/2018-07-27(美国),95分钟,,tt7242142
这个男人来自地球：全新纪,理查德·沙因克曼,理查德·沙因克曼/EmersonBixby,大卫·李·史密斯/威廉姆·卡特/凡妮莎·威廉斯/布莱特妮·柯伦/迈克尔·多恩/斯特林·奈特,科幻,美国,英语,2017-06-10(美国),98分钟,这个男人来自地球2,tt5770864
匿名者,安德鲁·尼科尔,安德鲁·尼科尔,克里夫·欧文/阿曼达·塞弗里德/科鲁姆·费奥瑞/索尼亚·瓦格尔/马克·奥布莱恩/乔·平格/伊多·戈德堡/塞巴斯蒂安·皮戈特/瑞秋·罗伯茨/马克·格拉齐尼/康拉德·科茨/梅寇·阮/萨拉·米蒂奇/达蒙·伦延,科幻/惊悚,德国/美国/加拿大,英语,2018-05-03(希腊)/2018-05-25(德国),100分钟,未来杀姬：Anon(港)/视界战(台)/未几,tt5397194
野性,卡米尔·维达-那克,卡米尔·维达-那克,费利克斯·马利陶德/埃里克·伯纳德/尼古拉斯·迪布拉/菲利普·奥雷尔,剧情/情色/同性,法国,法语,2018-05-10(戛纳电影节)/2018-08-29(法国),99分钟,狂野(港)/野放动物(台),tt8307082
罗宾汉：起源,奥图·巴瑟赫斯特,本·钱德勒/戴维·詹姆斯·凯利,塔伦·埃格顿/杰米·福克斯/本·门德尔森/伊芙·休森/詹米·多南/蒂姆·明钦/保罗·安德森/F·默里·亚伯拉罕/斯考特·格瑞南/拉腊·罗西/布乔恩·本辛森/亚森·阿图/乔什·赫德曼/拉斯洛·阿隆/罗德里克·希尔/赖云/埃文特·斯特朗,动作/冒险,美国,英语,2019(中国大陆)/2018-11-21(美国),116分钟,罗宾汉/罗宾汉崛起(台)/箭神·第一战(港)/RobinHood:Origins,tt4532826
野小子们,贝特朗·芒蒂格,贝特朗·芒蒂格,保利娜·洛里拉德/维马拉·庞斯/戴安·罗赛尔/安纳尔·斯诺克/玛蒂尔德·瓦尔尼耶/萨姆·卢维克/埃琳娜·勒文松/娜塔莉·理查德/萝拉·克雷顿,剧情/悬疑/奇幻/冒险,法国,法语/英语,2017-09-04(威尼斯电影节)/2018-02-28(法国),110分钟,恶童超级歪(台)/TheWildBoys,tt6340640
永恒之门,朱利安·施纳贝尔,让-克洛德·卡里埃/朱利安·施纳贝尔/路易丝·库格伯格,威廉·达福/鲁伯特·弗兰德/奥斯卡·伊萨克/麦斯·米科尔森/马修·阿马立克/艾玛纽尔·塞尼耶/尼尔斯·阿贺斯图普/艾伦·奥伯特/阿蜜拉·卡萨/洛丽塔·夏马/帕特里克·薛内斯/弗拉基米尔·康斯金尼/亚力克西斯·马沙利克/文森特·佩雷斯/亚历山德拉·斯图尔特,剧情/传记,瑞士/爱尔兰/英国/法国/美国,法语/英语,2018-09-03(威尼斯电影节)/2018-11-16(美国),110分钟,梵高.永恒之门(港)/梵谷：在永恒之门(台)/在永恒的门口/在永生之门,tt6938828
死亡笔记,亚当·温加德,查理·帕拉伯尼得斯/维拉斯·帕拉伯尼得斯/杰瑞米·斯莱特/大场鸫/小畑健,纳特·沃尔夫/勒凯斯·斯坦菲尔德/玛格丽特·库里/谢伊·惠格姆/威廉·达福/杰森·莱尔斯/保罗·纳高奇/杰克·埃特林格/马修·凯文·安德森/克里斯·布里顿/科维西·阿梅扬/贾斯汀·斯通/克里斯蒂安·斯隆/阿汀·约翰/大卫·S·郑/杰西卡·麦丽奥德/保罗·麦克吉莱恩,剧情/悬疑/惊悚/犯罪,美国,英语,2017-08-25(美国),101分钟,死亡笔记真人版/死亡笔记美国版,tt1241317
圣诞奇妙公司,阿兰·夏巴,阿兰·夏巴,格什菲·法拉哈尼/奥黛丽·塔图/阿兰·夏巴/皮奥·马麦/格雷瓜尔·鲁迪格/布鲁诺·桑切斯/大卫·马赛,喜剧/家庭,法国,法语,2017-12-15(中国大陆)/2017-12-06(法国),99分钟,Christmas&Co.,tt7018010
表情奇幻冒险,安东尼·莱昂迪斯,安东尼·莱昂迪斯/艾瑞克·希格尔/麦克·怀特,T·J·米勒/詹姆斯·柯登/安娜·法瑞丝/玛娅·鲁道夫/史蒂夫·赖特/詹妮佛·库里奇/帕特里克·斯图尔特/克里斯蒂娜·阿奎莱拉/索菲娅·维加拉/瑞秋·雷/西恩·海耶斯/杰克·T·奥斯汀/塔蒂·加布里埃/杰夫瑞·罗斯/亨特·玛奇/艾瑞克·希格尔/肖恩·吉布朗尼/连姆·艾肯/索姆·毕绍普斯/凯文·张伯伦/亚当·布朗/乔·怀特/康拉德·弗农/凯特·歌妮,喜剧/动画/冒险,美国,英语,2017-07-28(美国),86分钟,Emoji大电影：展现自我/Emoji大冒险(港)/表情符号电影(台)/Emoji大电影/EmojiMovie:ExpressYourself,tt4877122
第一归正会,保罗·施拉德,保罗·施拉德,伊桑·霍克/阿曼达·塞弗里德/塞德里克·凯尔斯/维多利亚·希尔/菲利普·埃丁格/迈克尔·加斯顿/克里斯托弗·迪伦·怀特/弗兰克·罗德里格斯/BillHoag/KristinVillanueva/IngridKullberg-Bendz/KenForman/VanHansis/DelMontgomery,剧情/惊悚,美国/英国/澳大利亚,英语,2017-08-31(威尼斯电影节)/2018-05-18(美国),113分钟,重组教堂/第一次重组/牧师的最后诱惑(台),tt6053438
天鹅绒圆锯,丹·吉尔罗伊,丹·吉尔罗伊,杰克·吉伦哈尔/蕾妮·罗素/托妮·科莱特/约翰·马尔科维奇/扎威·阿什顿/汤姆·斯图里奇/娜塔莉·戴尔/戴维德·迪格斯/比利·马格努森/彼得·加迪尔特/凯文·卡罗尔/詹姆斯·帕克顿/卡桑德拉·沃亚齐斯/帕特·希利/约翰·弗利克/马克·斯达格/安德莉亚·马尔科维奇/克里斯托弗·达尔加/马尔科·罗德里格斯/克里斯汀·瑞克斯/索尔·洛佩斯/泰姆·温特斯/斯科特·皮特/伊恩·阿尔达/曾爱媚/斯特凡·马克斯/罗伯特·阿尔茨/野村祐人/皮塞·堡/大卫·艾伦·格拉夫/米格·马卡里奥/G·拉里·巴特勒/埃莉斯·法兰加/布兰登·考夫曼/尼克·科尼特,剧情/悬疑/惊悚,美国,英语,2019-01-27(圣丹斯电影节)/2019-02-01(美国),109分钟(圣丹斯电影节),艺海疑魂(港)/丝绒电锯(台),tt7043012
黑暗塔,尼科莱·阿尔赛,尼科莱·阿尔赛/阿齐瓦·高斯曼/杰夫·皮克纳/安诺斯·托马斯·延森/斯蒂芬·金,马修·麦康纳/伊德里斯·艾尔巴/汤姆·泰勒/丹尼斯·海斯伯特/本·加文/金秀贤/杰基·厄尔·哈利/弗兰·克朗茨/阿比·丽/凯瑟琳·温妮克/尼古拉斯·鲍林/迈克尔·巴尔别里/何塞·祖尼加/尼古拉斯·汉密尔顿/阿尔弗雷多·纳西索,动作/奇幻/冒险,美国,英语,2017-08-04(美国),95分钟,黑魔塔(港)/黑塔(台)/黑暗之塔,tt1648190
超人王朝,刘山姆,詹姆斯·克里格/蒂姆·谢里丹,杰瑞·奥康奈尔/丽贝卡·罗梅恩/雷恩·威尔森/帕特里克·法比安/查尔斯·哈尔福德/卡梅隆·莫纳汉/克莱斯·威廉斯/罗莎里奥·道森/内森·菲利安/克里斯托弗·戈勒姆/谢默·摩尔/耐姆比·耐姆比/杰森·奥玛拉/洛奇·卡罗尔/特雷弗·德瓦/保罗·伊丁/詹妮弗·黑尔/艾丽卡·鲁特雷尔/马克斯·迈特尔曼/托克斯·奥拉贡多耶/托尼·托德/布兰达·斯特朗,动作/科幻/动画,美国,英语,2019-01-10(美国),87分钟,,tt7167686
骑士,赵婷,赵婷,布雷迪·詹德罗/蒂姆·詹德罗/莉莉·詹德罗/卡特·克利福德/特丽·道恩·鲍里尔/莱恩·斯科特/坦纳·朗道/詹姆斯·卡尔霍恩/德里克·贾尼斯,剧情/西部,美国,英语,2017-05-20(戛纳电影节)/2018-04-13(美国),104分钟,再生骑士(港)/重生骑士(台),tt6217608
完美音调3,翠西·西埃,凯·加农/麦克·怀特/米奇·拉普金,安娜·肯德里克/蕾蓓尔·威尔森/布兰特妮·斯诺/安娜·坎普/海莉·斯坦菲尔德/伊丝特尔·迪恩/汉娜·梅·李/凯莉·杰科/雪莉·芮格娜/克莉希·菲茨/伊丽莎白·班克斯/约翰·迈克尔·辛吉斯/约翰·利思戈/马特·兰特尔/盖·布耐特/亚历克西斯·克纳普/D·J·哈立德/特洛伊·伊恩·霍尔/迈克尔·罗斯/杰西卡·查芬/莫伊塞斯·阿里亚斯/德里克·梅恩/鲁比·罗丝/安迪·阿洛/温泽拉·乔伊/凯恩·马诺利/杰米·雷内尔/维布尔·弗利茨杰拉德,喜剧/音乐,美国,英语,2017-12-22(美国),93分钟,歌喉赞3(台)/完美巨声帮3(港),tt4765284
无名战士,阿库·卢希米斯,阿库·卢希米斯/贾里·奥拉维·兰塔拉/瓦依诺·林纳,伊诺·阿霍/约翰内斯·霍洛佩宁/JussiVatanen/AkuHirviniemi/HannesSuominen/ArttuKapulainen/萨穆利·瓦拉莫/乔纳斯·萨特莫/JuhoMilonoff/AndreiAlen/PaulaVesala/DianaPozharskaya/MarkettaTikkanen/马蒂·里斯蒂宁/麦克斯·奥瓦斯卡/KimiVilkkula/SeveriSaarinen/亚尔科·拉赫蒂/EinoHeiskanen/AkseliKouki/EemeliLouhimies/EliasGould/AnnikaStenvall/OskarPöysti/JanneVirtanen/皮尔卡-佩卡·彼得柳斯/TurkkaMastomäki/HemmoKarja,剧情/历史/战争,芬兰/比利时/冰岛,芬兰语/德语/俄语,2017-10-27(芬兰),180分钟,TheUnknownSoldier/Okändsoldat,tt4065552
好时光,本·萨弗迪/约书亚·萨弗迪,罗纳德·布隆斯坦/约书亚·萨弗迪,罗伯特·帕丁森/本·萨弗迪/泰丽尔·韦伯斯特/詹妮弗·杰森·李/巴克德·阿巴蒂/内可罗/苏利芒·西尔·萨瓦内/菲尔·卡帕多拉/肖恩·雷伊/巴迪·杜瑞斯/马科斯·A·冈萨雷斯/克利夫·莫伊伦/埃德加·莫雷斯/卢卡斯·艾略特·艾博尔,剧情/犯罪,美国,英语,2017-05-25(戛纳电影节)/2017-08-11(美国),101分钟,命中有罪(港)/失速夜狂奔(台),tt4846232
幼儿园教师,萨拉·科朗吉洛,萨拉·科朗吉洛,玛吉·吉伦哈尔/盖尔·加西亚·贝纳尔/奥托·布兰克森-伍德/利比亚·普格/迈克尔·切鲁斯/安娜·巴瑞辛尼科夫/罗莎·萨拉查/黛西·塔汉/萨马拉·查卡拉蒂/阿杰·奈杜,剧情,美国,英语,2018-01-19(圣丹斯电影节)/2018-10-12(美国),96分钟,吾爱吾诗(台)/幼稚園老師(港),tt6952960
乔纳斯,克里斯托夫·查理尔,克里斯托夫·查理尔,费利克斯·马利陶德/尼古拉斯·鲍文斯/汤米·李·巴克/奥雷·阿蒂卡/玛丽·德纳尔诺/伊连·贝加拉/戴维·鲍伊特,剧情/爱情/同性,法国,法语,2018-09-13(法国),82分钟,拿爱线索(台)/Boys,tt8168186
好朋友,艾伦·斯密特,亨克·伯格/米兰德·德·钟,马吉德·马多/乔舒亚·斯特拉多斯基/珍妮·阿里安/塔尼娅·杰丝/娜西米耶·欧拉尔/梅乐蒂·克蕾沃/索妮娅·艾肯/穆罕默德·阿拉哈德/安尼·普拉克/埃琳娜·祖德梅尔/罗斯科·莱金/弗瑞特斯·拉姆布雷希茨/米兰达·炅灵/舒尔德·德拉格斯玛/贝琳达·范·德·斯杜普/贾斯汀·莫伊耶/马尔科姆·雨果·格伦,剧情/爱情/同性,荷兰,荷兰语,2018-03-07(荷兰),80分钟,因为友你(港)/爱在风吹浪起时/只是朋友/朋友牵牵手/牵挂于心/JustFriends,tt7901640
少年泰坦出击电影版,亚伦·霍瓦斯/皮得·里达·米切尔,亚伦·霍瓦斯/迈克尔·杰勒尼克,尼古拉斯·凯奇/克里斯汀·贝尔/威尔·阿奈特/塔拉·斯特朗/詹姆斯·柯登/卡里·佩顿/格雷格·西佩斯/斯坦·李/哈尔希/吉米·坎摩尔/斯科特·门维尔/海登·瓦尔希/达纳·斯耐德/LilYachty,喜剧/动作/动画,美国,英语,2018-07-27(美国),84分钟,电影少年悍将GO！(台),tt7424200
犬舍惊魂,马提欧·加洛尼,乌戈·奇蒂/马提欧·加洛尼/马西莫·高迪奥索,马尔切洛·丰特/爱德华多·佩谢/农齐娅·斯基亚诺/亚当·迪奥尼西/弗朗西斯科·阿克夸利/阿利达·巴尔达里·卡拉布里亚/阿涅洛·阿雷纳,剧情/惊悚/犯罪,意大利/法国,意大利语,2018-05-16(戛纳电影节)/2018-05-17(意大利),102分钟,狗奴人生(台)/教义/狗男/养狗人,tt6768578
过境,克里斯蒂安·佩措尔德,克里斯蒂安·佩措尔德/安娜·西格斯,弗兰茨·罗戈夫斯基/葆拉·贝尔/戈德哈尔德·吉瑟/莉莲·巴特曼/玛丽安·扎瑞/巴尔巴拉·奥尔/马蒂亚斯·勃兰特/塞巴斯蒂安·胡克/尤斯图斯·冯·多赫纳尼/亚历克斯·布伦德缪尔/特里斯坦·皮特/罗纳德·库克利斯,剧情,德国/法国,德语/法语/法国手语,2018-02-17(柏林电影节)/2018-04-05(德国),101分钟,时空中转站(港),tt6675244
