电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
你好，之华,岩井俊二,岩井俊二,周迅/秦昊/杜江/张子枫/邓恩熙/边天扬/吴彦姝/谭卓/胡歌/胡昌霖/李春明/穆龙/刘靖宇/高炳然/白素娟/刘思博/常海波/李勇/刘笑语/赵芙丽/建圳/郭德诚/王靖宇/孙萍/李泽宇/仇硕康/艺涵/李昊芳/王子璇/王远达/于建波/张俊宇,剧情/爱情,中国大陆,汉语普通话,2018-11-09(中国大陆),114分钟,之华/LastLetter,tt9078374
一个明星的诞生,布莱德利·库珀,艾瑞克·罗斯/布莱德利·库珀/威尔·法特斯/莫斯·哈特/约翰·格列高利·邓恩/琼·迪丹/弗兰克·皮尔森/威廉·A·韦尔曼/罗伯特·卡森,LadyGaga/布莱德利·库珀/山姆·艾里奥特/安德鲁·戴斯·克雷/拉菲·格拉沃恩/安东尼·拉莫斯/大卫·查普尔/亚历克·鲍德温/马龙·威廉姆斯/布兰迪·卡莉/朗·瑞弗金/巴里·沙巴卡·亨利/迈克尔·D·罗伯茨/迈克尔·哈尔尼/丽贝卡·菲尔德/威廉·贝利/格雷戈·格伦伯格/D·J·尚格拉·皮尔斯/德瑞娜·德尼罗/艾迪·格里芬/哈尔希/马修·利巴提克/路奈尔·坎贝尔/唐·渥斯/伦尼·卡斯特罗/唐·罗伊·金/格雷戈里·斯卡尔尼奇/弗兰克·安妮罗/杰尔马诺·布兰科/梅根·豪恩/马克·查普曼/史蒂文·西塞罗/阿曼达·菲尔茨/阿尔弗雷德·加比杜林/弗雷德里克·基夫,剧情/爱情/音乐,美国,英语,2018-08-31(威尼斯电影节)/2018-10-05(美国),135分钟/148分钟(加长版),一个巨星的诞生(台)/星梦情深(港),tt1517451
燃烧,李沧东,李沧东/吴政美/村上春树,刘亚仁/史蒂文·元/全钟瑞/金秀京/崔承浩/玉子妍,剧情/悬疑,韩国,韩语,2018-05-16(戛纳电影节)/2018-05-17(韩国),148分钟,烧失乐园(港)/燃烧烈爱(台)/烧仓房(原著)/Burning/Beoning,tt7282468
江湖儿女,贾樟柯,贾樟柯,赵涛/廖凡/徐峥/梁嘉艳/刁亦男/张一白/丁嘉丽/张译/董子健/李宣/查娜/冯家妹/康亢/张晓军/柳敏/王谭/原文倩,爱情/犯罪,中国大陆/法国/日本,汉语普通话/山西方言/湖北方言/重庆方言,2018-09-21(中国大陆)/2018-05-11(戛纳电影节),137分钟(中国大陆)/141分钟,金钱与爱情/灰烬是最洁白的/AshisPurestWhite/Money&Love,tt7298400
我想吃掉你的胰脏,牛岛新一郎,牛岛新一郎,高杉真宙/Lynn/藤井雪代/内田雄马/福岛润/田中敦子/三木真一郎,爱情/动画,日本,日语,2019-01-18(中国大陆)/2018-09-01(日本),108分钟,我想吃掉你的胰脏动画版/IWanttoEatYourPancreas/LetMeEatYourPancreas,tt7236034
特工,尹钟彬,尹钟彬,黄政民/李星民/赵震雄/朱智勋,剧情,韩国,韩语/汉语普通话/日语,2018-05-11(戛纳电影节)/2018-08-08(韩国),137分钟,北风(台)/北寒谍战(港)/工作/TheSpyGoneNorth/Gongjak,tt8290698
玻璃先生,M·奈特·沙马兰,M·奈特·沙马兰,詹姆斯·麦卡沃伊/布鲁斯·威利斯/塞缪尔·杰克逊/安雅·泰勒-乔伊/莎拉·保罗森/斯宾塞·崔特·克拉克/查莱宁·伍德拉德/卢克·科比/亚当·大卫·汤普森/M·奈特·沙马兰/戴安娜·希维斯/克里·锡安/罗素·普斯勒/罗丝玛丽·霍华德/莱斯利·史蒂芬森/尤基·华盛顿/布赖恩·安东尼·威尔逊/托拜厄斯·西格尔/蒂姆·杜奎特/朱塞佩·阿迪松/大卫·克尼里安/布莱恩·多纳休/奥罗拉·卡琳/迈克尔·J·克雷米/迈克尔·J·莱昂斯,悬疑/惊悚/犯罪,美国,英语,2019-01-18(美国),129分钟,异能仨(港)/异裂(台)/分裂2/不死劫2/波利先生,tt6823368
来电狂响,于淼,李潇/王思/王欢,佟大为/马丽/霍思燕/乔杉/田雨/代乐乐/奚梦瑶/艾伦/张晨光/杨玏/李成敏/许娣/李萍/张帆/徐冬冬/何泓姗/姜来/刘奇/杜江/钟鹿纯/丁龙儿/丁歌/韩昕妤/耿杨/李柄熹/刘润男/贝镜水/李伟/赵宇涵/马嘉璐/津玮/Aleksandr/毕大勋/刘剑/常诚/Natalya/李恬洁/贝乐乐,剧情/喜剧,中国大陆,汉语普通话,2018-12-28(中国大陆),103分钟,中国版《完美陌生人》/手机狂响/KillMobile,tt9408490
动物世界,韩延,韩延,李易峰/迈克尔·道格拉斯/周冬雨/曹炳琨/王戈/苏可,剧情/动作/冒险,中国大陆,汉语普通话/英语,2018-06-29(中国大陆),132分钟,赌博默示录中国版/AnimalWorld,tt7946836
魔女,朴勋政,朴勋政,金多美/赵敏修/朴熙顺/崔宇植/高敏诗/吴美姬/崔政宇/多恩/金秉玉/李柱元/金河娜/李基英/权泰元/李时勋/白承哲/袁民奎/金宗勋/徐翰洁,动作/悬疑,韩国,韩语,2018-06-27(韩国),125分钟,魔女首部曲：诞生(台)/魔女首部曲：毀坏(港)/TheWitch:Part1.TheSubversion,tt8574252
龙珠超：布罗利,长峰达也,鸟山明,野泽雅子/堀川亮/中尾隆圣/岛田敏/古川登志夫/久川绫/山寺宏一/森田成一/水树奈奈/杉田智和/宝龟克寿,动画,日本,日语,2019(中国大陆)/2018-12-14(日本),100分钟,龙珠超剧场版：布洛尼(港)/DragonBallSuper:Broly/DragonBallSuper:TheMovie-Broly,tt7961060
胡桃夹子和四个王国,拉斯·霍尔斯道姆/乔·庄斯顿,阿什利·鲍威尔/汤姆·麦卡锡/E·T·A·霍夫曼,麦肯吉·弗依/摩根·弗里曼/凯拉·奈特莉/马修·麦克费登/海伦·米伦/艾丽·巴姆博/米兰达·哈特/欧赫尼奥·德尔维斯/杰克·怀特霍尔/理查德·E·格兰特/谢尔盖·波卢宁/欧米德·吉亚李利/梅拉·沙尔/尼克·穆罕默德/杰茜·维宁/汤姆·斯威特/马里安·洛伦西克/芙洛·费拉科/丽塔-麦克唐纳丹帕/查尔斯·斯特里特,奇幻/冒险,美国,英语,2018-11-02(中国大陆/美国),99分钟,胡桃夹子(港)/胡桃钳与奇幻四国(台)/胡桃夹子真人版,tt5523010
巨齿鲨,乔·德特杜巴,迪恩·乔格瑞斯/乔·霍贝尔/埃里希·霍贝尔/史蒂夫·艾尔顿,杰森·斯坦森/李冰冰/雷恩·威尔森/鲁比·罗丝/赵文瑄/佩吉·肯尼迪/杰西卡·麦克娜美/奥拉维尔·达里·奥拉夫松/罗伯特·泰勒/蔡书雅/丘增/克利夫·柯蒂斯/安佑森/罗伯·基帕-威廉姆斯/维他亚·潘斯林加姆/安得烈·格兰杰/蒂姆·王/史蒂文·A·戴维斯/托万达·马尼莫/买红妹,动作/科幻/惊悚,美国/中国大陆/香港,英语/汉语普通话/泰语,2018-08-10(美国/中国大陆),115分钟(中国大陆)/113分钟,极悍巨鲨(港)/麦格,tt4779682
女孩,卢卡斯·德霍特,卢卡斯·德霍特/安吉洛·提森,维克托·波尔斯特/阿里耶·沃索尔特/奥利弗·博达特/蒂伊门·戈瓦尔茨/卡特简·达门/瓦伦提金·达恩斯/克里斯·泰斯/安吉洛·提森/艾莉西亚·德佩克,剧情/同性,比利时/荷兰,法语/弗拉芒语/英语,2018-05-12(戛纳电影节)/2018-11-01(荷兰),105分钟,梦女芭蕾(港)/芭蕾少女梦(台),tt8254556
夜以继日,滨口龙介,田中幸子/滨口龙介/柴崎友香,东出昌大/唐田英里佳/濑户康史/山下莉绪/伊藤沙莉/渡边大知/仲本工事/田中美佐子,剧情/爱情,日本/法国,日语,2018-05-14(戛纳电影节)/2018-09-01(日本),119分钟,睡了也好，醒来也好(港)/睡着吻别，醒来抱拥(港)/睡着也好醒来也罢(台)/睡着吻别醒来抱拥/不论睡着或醒着/Netemosametemo/AsakoI&II,tt7112154
国家破产之日,崔国熙,严成民,金惠秀/刘亚仁/许峻豪/赵宇镇/文森特·卡索,剧情,韩国,韩语,2018-11-28(韩国),114分钟,救韩大时代(港)/分秒币争(台)/国家不渡之日/NationalBankruptcyDay/SovereignDefault/Default,tt7233726
证人,李翰,文智媛,郑雨盛/金香起/李奎炯/廉惠兰/张荣男/郑元中/金正洙/金学善/宋允儿,剧情/惊悚,韩国,韩语,2019-02-13(韩国),129分钟,5时恭候的证人(港)/InnocentWitness,tt8562562
憨豆特工3,大卫·科尔,尼尔·珀维斯/罗伯特·韦德,罗温·艾金森/本·米勒/欧嘉·柯瑞兰寇/杰克·莱西/艾玛·汤普森/米兰达·亨妮莎/亚当·詹姆斯/萨曼莎·罗素/大卫·穆梅尼/通恰伊·古奈什/梶冈润一/埃迪·奥康奈尔/尼克·欧文福特/马修·比尔德,喜剧/动作/冒险,法国/美国/英国,英语,2018-11-23(中国大陆)/2018-10-05(英国)/2018-10-26(美国),89分钟,凸槌特派员3(台)/特务戆J：神级归位(港)/憨豆特工再出击/JohnnyEnglish3,tt6921996
一吻定情,陈玉珊,曾咏婷/黄继柔,王大陆/林允/陈柏融/蔡思韵/邰智源/李铭顺/钟丽缇/郭书瑶,喜剧/爱情,中国大陆,汉语普通话,2019-02-14(中国大陆),122分钟,淘气小亲亲/恶作剧之吻/我的少女时代2/FallinLoveatFirstKiss,tt9657764
昨日青空,奚超,,苏尚卿/王一博/段艺璇/马斑马/慧明,爱情/动画,中国大陆,汉语普通话,2018-10-26(中国大陆),82分钟,CrystalSkyofYesterday,tt8161726
非分熟女,曾翠珊,孙逸群/曾翠珊,蔡卓妍/吴慷仁/吴浩康/叶童/刘永/林德信/谈善言/何彦桦/太保/岑珈其/郭奕芯/张国强,剧情/情色,香港,粤语,2019-04-04(香港),108分钟,TheLadyImproper,tt9838372
娑婆诃,张宰贤,张宰贤,李政宰/朴正民/李在仁/陈善圭,剧情/悬疑/惊悚,韩国,韩语,2019-02-20(韩国),122分钟,沙婆诃/Sabaha/Svaha:TheSixthFinger,tt7299298
悲伤逆流成河,落落,落落/郭敬明,赵英博/任敏/辛云来/章若楠/朱丹妮,剧情/爱情,中国大陆,汉语普通话,2018-09-21(中国大陆),104分钟,悲伤逆流成河电影版/CryMeaSadRiver,tt9036926
巴斯特·斯克鲁格斯的歌谣,伊桑·科恩/乔尔·科恩,伊桑·科恩/乔尔·科恩,哈利·米尔林/佐伊·卡赞/连姆·尼森/詹姆斯·弗兰科/大卫·克鲁霍尔特兹/汤姆·威兹/克兰西·布朗/蒂姆·布雷克·尼尔森/布莱丹·格里森/比尔·赫克/斯蒂芬·鲁特/泰恩·黛莉/拉尔夫·尹爱森/切尔西·罗斯/绍尔·鲁宾内克/琼乔·奥雷尔/马修·维利希/杰西·卢肯/保罗·瑞/葛人杰·海恩斯/杰弗森·梅斯/山姆·狄龙/比利·洛克伍德/汤姆·普罗克特/E·E·贝尔/丹尼·麦卡锡/杰克莫·巴泽尔/伊索·阿克瑞恩,喜剧/歌舞/西部,美国,英语,2018-08-31(威尼斯电影节)/2018-11-16(美国),133分钟,巴斯特民谣/巴斯特的歌谣/西部老巴的故事(台)/细说当年话西部(港),tt6412452
瞒天过海：美人计,盖瑞·罗斯,盖瑞·罗斯/奥利维亚·米尔奇/乔治·克莱顿·约翰逊/杰克·戈登·拉塞尔,桑德拉·布洛克/凯特·布兰切特/安妮·海瑟薇/海伦娜·伯翰·卡特/蕾哈娜/莎拉·保罗森/敏迪·卡灵/奥卡菲娜/詹姆斯·柯登/理查德·阿米蒂奇/格里芬·邓恩/迪德尔·古德温/丹尼埃拉·拉贝尼/埃利奥特·古尔德/夏洛特·柯克/达科塔·范宁/理查德·罗比查乌克斯/达米安·杨/戈登·格里克/凯特琳·梅纳/詹姆斯·比贝里/香农·弗雷尔/康纳尔·多诺万/凯文·布朗/马尔洛·托马斯/丹娜·爱薇/玛丽·路易丝·威尔逊/伊丽莎白·阿什利/凯蒂·霍尔姆斯/肯多尔·詹纳/凯莉·詹娜/金·卡戴珊,喜剧/犯罪,美国,英语/印地语/法语/德语/汉语普通话,2018-06-08(美国),110分钟,女版十一罗汉/瞒天过海：八面玲珑(台)/盗海豪情：8美千娇(港)/八罗汉/八大罗汉/侠盗英姿/盗海姐妹团/Ocean’sOcho/Ocean's8,tt5164214
境·界,佐藤信介,羽原大介/佐藤信介/久保带人,福士苍汰/杉咲花/吉泽亮/真野惠里菜/小柳友/田边诚一/早乙女太一/石原贵雅/长泽雅美/江口洋介,动作/奇幻/冒险,日本,日语,2019-04-19(中国大陆)/2018-07-20(日本),108分钟,境界/死神真人版/Bleach,tt5979872
超人总动员2,布拉德·伯德,布拉德·伯德,格雷格·T·尼尔森/霍利·亨特/莎拉·沃威尔/赫克·米尔纳/伊莱·富西尔/凯瑟琳·基纳/塞缪尔·杰克逊/伊莎贝拉·罗西里尼/鲍勃·奥登科克/布拉德·伯德/索菲亚·布什/乔纳森·班克斯/约翰·拉岑贝格/金伯利·阿代尔·克拉克/托亚·特纳,喜剧/动作/动画/冒险,美国,英语,2018-06-22(中国大陆)/2018-06-15(美国),118分钟/126分钟(中国大陆),超人特攻队2(台)/超人特工队2(港)/超人家族2,tt3606756
神探蒲松龄,严嘉,刘伯翰/简文,成龙/阮经天/钟楚曦/林柏宏/林鹏/乔杉/潘长江/苑琼丹/刘智福/刘智满/刘智堂/姜嫄,喜剧/动作/奇幻,中国大陆,汉语普通话,2019-02-05(中国大陆),108分钟,神探蒲松龄之兰若仙踪/TheKnightofShadows:BetweenYinandYang/KnightofShadows:WalkerBetweenHalfworlds,tt7587984
宠物坟场,凯文·库尔施/丹尼斯·维德迈尔,斯蒂芬·金/麦特‧格林伯格/杰夫·布勒,杰森·克拉克/艾米·西米茨/约翰·利思戈/杰特·劳伦斯/雨果·拉瓦/卢卡斯·拉瓦/奥布萨·艾哈迈德/阿丽莎·布鲁克·莱文/玛丽亚·埃雷拉/弗兰克·萧宾/琳达·E·史密斯/索尼娅·玛丽亚·基里拉/娜奥米·弗伦内特/艾丽森·奥唐奈尔,悬疑/惊悚/恐怖,美国,英语,2019-03-17(西南偏南电影节)/2019-04-05(美国),101分钟,诡墓(港)/禁入坟场(台)/宠物公墓/新宠物坟场,tt0837563
黑镜：潘达斯奈基,大卫·斯雷德,查理·布鲁克,菲恩·怀特海德/克雷格·帕金森/爱丽丝·洛维/阿西姆·乔杜里/威尔·保尔特/塔露拉·哈登/卡特里奥·诺克斯/保罗·布拉德利/乔纳森·阿里斯/A·J·霍顿/弗勒尔·基思/劳拉·埃弗兰/阿伦·阿萨德/苏珊妮·伯登/杰夫·明特/乔恩-乔·英克彭/汤姆·麦卡尔/埃利·皮尔西/斯蒂芬·拉什布鲁克/罗森达·桑德尔/桑德拉·特蕾丝,剧情/科幻/悬疑/惊悚,英国/美国,英语,2018-12-28(美国),90分钟/312分钟(交互总时长),黑镜：2018圣诞特别篇,tt9495224
我的英雄学院：两位英雄,长崎健司,黑田洋介,山下大辉/三宅健太/志田未来/生濑胜久/冈本信彦/佐仓绫音/石川界人/梶裕贵/增田俊树/广桥凉/畠中祐/井上麻里奈/真堂圭/古岛清孝/奈良彻/西田雅一/细谷佳正/喜多村英梨/悠木碧/名塚佳织/小山力也/小形满/木村良平/大悟/饭田利信/佐藤健辅/富樫美铃/福西胜也/小林爱,动作/动画,日本,日语,2019-03-15(中国大陆)/2018-08-03(日本),96分钟,我的英雄学院剧场版：2人的英雄/BokunoHeroAcademiatheMovie/MyHeroAcademia:TheMovie/MyHeroAcademia:TwoHeroes,tt7745068
摘金奇缘,朱浩伟,彼得·基亚雷利/阿黛勒·林/凯文·关,吴恬敏/亨利·戈尔丁/杨紫琼/嘉玛·陈/奥卡菲娜/卢燕/岑勇康/郑肯/水野索诺娅/吴育刚/欧阳万成/钱信伊/瑞米·海依/尼科·桑托斯/陆思敬/苏慧敏/方展发/谢宛谕/维多利亚·洛克/许优美/郑花如/许静雯/卡尔文·王/陈琼华/刘佳镁/陈美廪/内万·科伊特/阿曼达·埃文斯/彼得·霍奇森/安德斯·塔格/丹尼尔·詹金斯/彼得·卡罗尔/黛博拉·杨/查尔斯·格朗斯/杰西卡·加莱蒂/SweeHuatTeo/罗尼·纪/IsaacBoonChuonLee/罗杰·谢克/LeeZhiJian/LeeJunWen/拉塞尔·黄/马尔库斯·莫/杰瑞卡·黎/乔·翁/陈胤希/德尔菲诺润二/BeatriceChein/TanEnYu/TanEnDong/姬丝·阿奎诺/LucindaLew/黄苏珊/TumurbaatarEnkhtungalag/木下众平/吉娜·格莱尼斯/凯文·关/斯蒂芬妮·欧阳/LeongChunChong/HoYanXi/兰斯·埃明格/卡兰比尔·亨达尔/斯蒂芬·杰克/纪宝珠,喜剧/爱情,美国,英语/汉语普通话/粤语,2018-11-30(中国大陆)/2018-08-15(美国),121分钟/119分钟(中国大陆),我的超豪男友(港)/疯狂亚洲富豪(台)/疯狂富豪(新)/疯狂的亚洲富人/疯狂的亚洲富豪/人疯钱多亚洲豪,tt3104988
超时空同居,苏伦,苏伦,雷佳音/佟丽娅/张衣/于和伟/王正佳/陶虹/李念/李光洁/杨玏/范明/徐峥/杨迪/方龄/陈昊,喜剧/爱情/奇幻,中国大陆,汉语普通话,2018-05-18(中国大陆),101分钟,口袋宇宙/HowLongWillILoveU,tt8404272
野梨树,努里·比格·锡兰,阿克·阿克苏/埃布鲁·锡兰/努里·比格·锡兰,岛吾·德米尔考/穆拉特·杰姆吉尔/本努·耶勒德热姆拉尔/哈扎尔·埃尔居奇卢/塞尔坎·凯斯金/塔梅尔·莱文特/厄内尔·埃尔坎/里法特·桑贾尔/阿克·阿克苏/卡迪尔·瑟米克/欧扎·费什特,剧情,土耳其/马其顿/法国/德国/波黑/保加利亚/瑞典,土耳其语,2018-05-18(戛纳电影节)/2018-06-01(土耳其),188分钟,Lepoiriersauvage/TheWildPearTree,tt6628102
摩天营救,罗森·马歇尔·瑟伯,罗森·马歇尔·瑟伯,道恩·强森/内芙·坎贝尔/黄经汉/罗兰·默勒/麦肯纳·罗伯茨/诺亚·科特雷尔/诺亚·泰勒/巴勃罗·施瑞博尔/凯文·兰金/昆凌/文峰/马特·欧莱瑞/比特里斯·金/马志/保罗·麦克吉莱恩/吴嘉星/艾德里安·霍姆斯/维努斯·特雷佐/杰特·克莱恩/拜伦·劳森/关永扬/法比欧·塔索恩/卡洛·余,动作/惊悚/冒险,美国,英语/粤语/汉语普通话,2018-07-20(中国大陆)/2018-07-13(美国),102分钟,摩天大楼(台)/高凶浩劫(港)/高耸入云,tt5758778
太空生活,克莱尔·德尼,克莱尔·德尼/让-波尔·法尔戈/GeoffCox/NickLaird,罗伯特·帕丁森/朱丽叶·比诺什/安德雷·本杰明/米娅·高斯/拉斯·艾丁格/阿加塔·布泽克/克莱尔·陈/伊万·米切尔/维克多·班纳杰/GloriaObianyo,剧情/科幻,德国/法国/英国/波兰/美国,英语,2018-09-09(多伦多电影节)/2019-04-12(美国),113分钟,高大人生,tt4827558
虽然只是弄丢了手机,中田秀夫,大石哲也,北川景子/千叶雄大/田中圭/成田凌/笨蛋主义/要润/高桥玛莉润/笕美和子/原田泰造,剧情/悬疑/惊悚,日本,日语,2018-11-02(日本),116分钟,原本以为只是手机掉了/只是丢了智能手机而已/只是丢了手机而已,tt8531044
副总统,亚当·麦凯,亚当·麦凯,克里斯蒂安·贝尔/艾米·亚当斯/史蒂夫·卡瑞尔/山姆·洛克威尔/娜奥米·沃茨/艾丽森·皮尔/埃迪·马森/贾斯汀·柯克/丽莎·盖伊·汉密尔顿/杰西·普莱蒙/比尔·坎普/唐·麦克马纳斯/莉莉·拉贝/谢伊·惠格姆/斯蒂芬·阿德利·葛尔盖/泰勒·派瑞/杰夫·博斯利/吉利安·阿美娜特/马修·雅各布斯,剧情/喜剧/传记/历史,美国,英语,2018-12-25(美国),132分钟,为副不仁(港/台)/位居次席/Cheney/Backseat,tt6266538
摇摆狂潮,姜炯哲,姜炯哲,都暻秀/朴慧秀/吴政世/金民浩/朴真珠/白仁权/杰瑞德·格里姆斯/罗斯·凯特尔,剧情/歌舞/战争,韩国,韩语,2018-12-19(韩国),133分钟,摇摆男孩(台)/劲舞Dancing癫(港)/陆基秀/SwingKids,tt7046974
精灵旅社3：疯狂假期,格恩迪·塔塔科夫斯基,迈克尔·麦库勒斯/格恩迪·塔塔科夫斯基,亚当·桑德勒/凯瑟琳·哈恩/史蒂夫·布西密/赛琳娜·戈麦斯/阿什·布林克夫/梅尔·布鲁克斯/科甘-迈克尔·凯/安迪·萨姆伯格/法兰·德瑞雪/大卫·斯佩德/凯文·詹姆斯/莫莉·香侬/格恩迪·塔塔科夫斯基/乔·怀特/克莉丝汀·泰根/乔·乔纳斯/吉姆·加菲根,喜剧/动画/奇幻,美国,英语,2018-08-17(中国大陆)/2018-07-13(美国),98分钟,鬼灵精怪大酒店3：怪兽旅行团(港)/尖叫旅社3：怪兽假期(台),tt5220122
企鹅公路,石田祐康,上田诚/森见登美彦,北香那/苍井优/钉宫理惠/潘惠美/福井美树/能登麻美子/久野美咲/西岛秀俊/竹中直人,动画,日本,日语,2019-05-17(中国大陆)/2018-08-17(日本),117分钟,企鹅梦幻街(港)/企鹅高速公路/PenguinHighway,tt8076344
检察方的罪人,原田真人,原田真人/雫井脩介,木村拓哉/二宫和也/吉高由里子/松重丰/大仓孝二/平岳大/八岛智人/矢岛健一/音尾琢真/木村绿子/芦名星/山崎纮菜/山崎努,剧情/悬疑/犯罪,日本,日语,2018-08-24(日本),123分钟,检察狂人(港)/检方的罪人(台)/检察的罪人/KillingFortheProsecution,tt6857956
一个小忙,保罗·费格,杰西卡·沙泽尔/达塞·贝尔,安娜·肯德里克/布蕾克·莱弗利/亨利·戈尔丁/伊恩·霍/约书亚·萨坦/格伦达·布拉甘扎/安德鲁·兰内斯/凯利·麦柯马克/阿帕纳·纳彻/达斯汀·米利甘/丹妮尔·布尔贡/吉亚·桑德赫/鲁伯特·弗兰德/诺林·古拉姆高斯/巴希尔·萨拉赫丁/梅洛迪·约翰逊/麦丽莎·奥尼尔/埃里克·约翰逊/琳达·卡德里尼/莎拉·贝克/珍·斯马特/莱斯勒·唐纳森/克里斯·欧文斯/罗莎娜·斯科托/多梅尼克·塞纳/辛迪·戴,剧情/悬疑/犯罪,美国/加拿大,英语,2018-09-14(美国),117分钟,简单帮个忙/举手之劳/失踪网红(台)/小心帮忙(港),tt7040874
过昭关,霍猛,霍猛,杨太义/李云虎/万众/聂栋才,剧情/家庭/儿童,中国大陆,河南方言,2019-05-20(中国大陆)/2018-10-17(平遥国际电影展),93分钟,,tt9496220
蒙上你的眼,苏珊娜·比尔,埃里克·海瑟尔/乔什·马勒曼,桑德拉·布洛克/崔凡特·罗兹/约翰·马尔科维奇/莎拉·保罗森/杰基·韦佛/罗莎·萨拉查/丹妮尔·麦克唐纳/里尔·莱尔·哈瓦瑞/汤姆·霍兰德/机关枪凯利/黄荣亮/普路特·泰勒·文斯/维维恩·莱拉·布莱尔/帕敏德·纳格拉/丽贝卡·彼得根/艾米·古麦尼克/泰勒·汉德雷/海皮·安德森/大卫·达斯马齐连/基思·雅各/克里斯托弗洛根/弗兰克·莫特克/泰德·霍利斯/麦特·伦纳德,剧情/科幻/惊悚,美国,英语,2018-12-13(美国点映)/2018-12-21(美国),124分钟,鸟箱/鸟舍,tt2737304
银魂2,福田雄一,福田雄一,小栗旬/菅田将晖/桥本环奈/柳乐优弥/吉泽亮/三浦春马/洼田正孝/室毅/长泽雅美/冈田将生/木村绿子/佐藤二朗/中村勘九郎/堂本刚/堤真一/胜地凉/夏菜/户塚纯贵/立木文彦,喜剧/动作/冒险,日本,日语,2018-08-17(日本),135分钟,银魂2：规则是用来打破的/规定就是为了被打破而存在的/Gintama2,tt7639528
北极,乔·佩那,乔·佩那/RyanMorrison,麦斯·米科尔森/MariaThelmaSmáradóttir,惊悚,冰岛,英语,2018-05-10(戛纳电影节)/2019-02-01(美国),97分钟,,tt6820256
三方国界,J·C·尚多尔,马克·鲍尔/J·C·尚多尔,本·阿弗莱克/查理·汉纳姆/佩德罗·帕斯卡/奥斯卡·伊萨克/亚德里亚·霍纳/加内特·赫德兰/希拉·凡德/雷纳尔多·加列戈斯/克里斯汀·霍恩/穆罕默德·哈肯沙迪/迈克尔·本杰明·埃尔南德斯/佩德罗·洛佩兹/肖恩·麦克布莱德/杰森·奎恩/卡洛斯·利纳雷斯,动作/犯罪/冒险,美国,英语/西班牙语/葡萄牙语,2019-03-13(美国),125分钟,三重边界(台)/三重国境,tt1488606
芳龄十六,丹尼什卡·埃斯特哈奇,丹尼什卡·埃斯特哈奇,凯蒂·道格拉斯/塞莉纳·马丁/莎拉·坎宁/阿玛莉亚·威廉姆森/凯特·维克里,科幻,加拿大,英语,2019-03-01(加拿大),104分钟,,tt4006302
江边旅馆,洪尚秀,洪尚秀,纪柱峰/金敏喜/宋宣美/权海虓/刘俊相,剧情,韩国,韩语,2018-08-09(洛迦诺电影节)/2019-03-27(韩国),96分钟,HotelbytheRiver,tt8725958
风语咒,刘阔,于奥/周铁男/舒敦杭,路知行/阎萌萌/褚珺/边江/山新/郭政建/张震/苗壮/王冠南/张博恒/惠龙/王凯/苏俣/白雪岑/赵述仁/刘梓乾/王思琦/刘美奂,动画/奇幻,中国大陆,汉语普通话,2018-08-03(中国大陆),105分钟,画江湖之风语咒/TheWindGuardians,tt9496406
坏种,罗伯·劳,威廉·玛奇/巴尔巴拉·马歇尔,麦肯娜·格瑞丝/卡拉·布欧诺/罗伯·劳/帕蒂·麦克马科/莎拉·杜格代尔/凯特·艾萨克/肖娜·约翰尼森/卢克·勒斯勒尔/约翰·埃梅特·特雷西/艾玛·梅里纳/玛茜·T·豪斯/洛恩·卡迪纳尔,剧情/悬疑/恐怖,美国,英语,2018-09-09(美国),84分钟,,tt4823992
续·终物语,新房昭之,新房昭之/西尾维新/东富耶子,神谷浩史/斋藤千和/加藤英美里/泽城美雪/花泽香菜/堀江由衣/喜多村英梨/井口裕香/早见沙织/井上麻里奈/坂本真绫/水桥香织/根谷美智子,动画,日本,日语,2018-11-10(日本),148分钟,,tt9266104
阴风阵阵,卢卡·瓜达尼诺,达里亚·尼科洛迪/大卫·凯根内奇/达里奥·阿基多,达科塔·约翰逊/蒂尔达·斯文顿/科洛·莫瑞兹/米娅·高斯/杰西卡·哈珀/西尔维·泰斯蒂/安吉拉·温科勒/玛高莎·贝拉/英格丽·卡文,惊悚/恐怖,意大利/美国,英语/德语/法语,2018-09-01(威尼斯电影节)/2018-11-02(美国),152分钟,美版阴风阵阵/窒息(台),tt1034415
登月第一人,达米恩·查泽雷,乔希·辛格/詹姆斯·汉森,瑞恩·高斯林/克莱尔·芙伊/杰森·克拉克/凯尔·钱德勒/寇瑞·斯托尔/派屈克·福吉特/克里斯托弗·阿波特/塞伦·希德/奥莉维亚·汉密尔顿/巴勃罗·施瑞博尔/谢伊·惠格姆/卢卡斯·哈斯/伊桑·恩布里/布莱恩·达西·詹姆斯/科里·迈克尔·史密斯/克里斯·斯万博格,剧情/传记/历史,美国/日本,英语,2018-08-29(威尼斯电影节)/2018-10-12(美国),141分钟,第一人/登月先锋(台)/爱月之人(豆友译名),tt1213641
门锁,李权,朴正熙/李权/阿尔贝托·马里尼,孔晓振/金叡园/金圣武/赵福来/李家燮/李天熙/金在华,悬疑/惊悚,韩国,韩语,2018-12-05(韩国),102分钟,锁命危机(台)/DoorLock,tt9402676
