电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
逆向诱拐,黄浩然,文善,苏丽珊/吴肇轩/邵仲衡/朱鉴然/梁晓丰/陈曾宁/泰臣/蒋祖曼/楊秉基/岑珈其/黄修平/王敏德/葛民辉/曾翠珊/赖恩慈/张雪芹/曾江/陈豪/邵音音/何故/黄竣锋/梁雍婷/吴良荣/袁文杰/周群达/覃恩美/古天祥/许博文,剧情/悬疑,香港,粤语,2018-11-08(香港),85分钟,NappingKid,tt9279172
有五个姐姐的我就注定要单身了啊！！,苏文圣,鲁达,蔡凡熙/项婕如/谢金燕/刘奕儿/张墨锡/高隽雅/张垚/朱轩洋/张立昂,喜剧/爱情,台湾,汉语普通话,2018-11-16(中国大陆),97分钟,有五个姐姐的我就注定要单身了啊/五个姐姐/HowtoTrainOurDragon/FiveSisters,tt9249158
同名男子,何力,何力,唐以诺/姚星竹/杨金赐/张春,剧情/悬疑/犯罪,中国大陆,汉语普通话,2018-12-04(中国大陆),91分钟,AWonderfulStranger,
小情书,乔梁,宋丽颖,赵顺然/朱颜曼滋/姜瑞佳/高子沣/杨青/赵健雷/任帅/刘丹/姜宏波/韩昊轩/马祥睿/邓震/伍宇辰柠/赵珍妮/张鑫凯,剧情/爱情,中国大陆,汉语普通话,2017-05-19(中国大陆),100分钟,情书/PuppyLove,tt7224132
那年八岁,杨瑾,林和平,罗京民/杜俊豪/邱林/吕亚萍/焦妮,剧情/儿童,中国大陆,汉语普通话,2017-11-13(中国大陆)/2018-05-28(中国大陆区域重映),87分钟/91分钟(重映版),WhenIWasEightYearsOld,
小戏骨：放开那三国,潘礼平/邹江/尹俊欢,邢育森/高翔,陶奕希/李俊豪/葛奕德/赵晨翔/陈荣达/罗自豪/陶冰蓝/周冉/黎哲彬/祁晟原/段智文/周柯伊/赵士添,剧情/儿童/历史/古装,中国大陆,汉语普通话,2017-08-28(中国大陆),104分钟,小戏骨：三国演义/小戏骨之三国演义/小戏骨：三国篇,
吃货宇宙,陈廖宇,向华/周优悠/梁爽/易暄,张鹤来/张栩儿/刘思童/吴旭/孙博/陈子平/崔志刚/廖伟/郭笑/孙照博/将小北/胖妞,喜剧/科幻/动画,中国大陆,汉语普通话,2018-06-16(中国大陆),89分钟,Foodiverse,
缉枪,徐兵,徐兵,白举纲/热依扎/连奕名/任东霖/童苡萱/王堃/洪剑涛/王泷正/陈启杰/戚云鹏/苗青/吴冕/娟子/崔月/巴多/斌子/侯传杲/白红标/洪京京/黎真成/李明/黄馨瑶/葛英含/孙亚来/韩楠/石典典/程婉竹/焦尤成/赵炳锐/汤程,剧情/动作/犯罪,中国大陆,汉语普通话,2017-06-23(中国大陆),104分钟,Strangers,tt6096894
美丽,周洲,周洲/池韵,池韵,剧情,中国大陆,汉语普通话,2018-07-23(FIRST青年影展),88分钟,Ms.Meili,tt9664198
寻找罗麦,王超,王超,韩庚/杰瑞米·埃尔卡伊姆/菅纫姿/阿丽斯·德·朗克桑/海伦·文森特/雷诺·科恩/胡瑞杰/安迪·吉雷/邓紫衣/罗阜艺/朱宏奇,剧情/爱情,中国大陆/法国,汉语普通话/英语/藏语/法语,2018-04-13(中国大陆),83分钟,寻找麦卡尼/SeekMcCartney/LookingforRohmer,tt3728130
哀乐女子天团,桑木天/刘博文,郭昱德/桑木天/刘博文,杨小兰/刘頔/尹菲/叶禹含/陈洁怡/谭志玲/秦勇,剧情/音乐,中国大陆,汉语普通话,2017-06-30(中国大陆),86分钟,TheFarewellGirls,tt9685774
天生不对,谷德昭,谷德昭,周渝民/薛凯琪/郑中基/恬妞/高捷/盛朗熙,喜剧/爱情,中国大陆,汉语普通话,2017-11-10(中国大陆),99分钟,PerfectCouple/TwoWrongsMakeaRight,tt7672188
故事贩卖机,朱佳梦/陈静/王晋/丁小雄,于飞/陈静/丁小雄/刘小伟/朱佳梦/普辉,曹云金/赵达/邵芸/马元/卢思宇/赵雪/巴多/郑渊洁/童苡萱/谢园/陈朵怡/庄则熙,喜剧/爱情/悬疑/奇幻,中国大陆,汉语普通话,2018-06-29(中国大陆),84分钟,StoryMachine,tt9036980
夏天19岁的肖像,张荣吉,李佳颖/岛田庄司,黄子韬/杨采钰/杜天皓/李梦/张国柱/柯淑勤/朱芷莹/冯淬帆,爱情/悬疑,中国大陆,汉语普通话,2017-05-27(中国大陆),103分钟,夏天十九岁的肖像/夏天，十九岁的肖像/夏天，19岁的肖像/EdgeofInnocence,tt5801026
烽火芳菲,比利·奥古斯特,格雷格·拉特,刘亦菲/埃米尔·赫斯基/李芳淙/严屹宽/余少群/文森特·里奥特/博隆/罗嘉良/巩汉林/金珠/巩天阔/舒耀瑄,剧情/爱情/战争,中国大陆/丹麦,汉语普通话/英语,2017-11-10(中国大陆)/2017-06-17(上海电影节),97分钟,营救飞虎队/中国寡妇/RescuingFlyingTiger/TheChineseWidow,tt5759434
常在你左右,邱礼涛,邱礼涛,古天乐/张智霖/林家栋/蔡卓妍/佘诗曼/林雪/苑琼丹/雨侨,悬疑/犯罪,香港/中国大陆,粤语,2017-10-27(中国大陆),98分钟,阴阳路之常在你左右/AccompanyYou/AlwaysBewithYou,tt7469972
战斗民族养成记,阿卡季·萨赫拉什维利/夏昊,安德烈·佐洛塔廖夫/玛丽亚·特鲁布妮科娃/亚历山大·诺斯科夫/亚历山大·马金/伊万·巴拉诺夫/雷光林,董畅/伊丽莎维塔·科诺诺娃/维塔利·哈耶夫/格兰特·吐火添/谢尔盖·奇尔科夫/娜塔莉亚·苏尔科娃/瓦季姆·斯米尔诺夫/德米特里·斯米尔诺夫/维拉·古里耶娃,喜剧/爱情,中国大陆/俄罗斯,汉语普通话/俄语,2019-01-24(中国大陆)/2019-01-17(俄罗斯),93分钟,HowIBecameRussian/Какясталрусским,tt9387352
狂兽,李子俊,李春晖,张晋/余文乐/文咏珊/吴樾/林家栋/太保/苏丽珊/曾国祥/灰熊/郑紫平/仓田保昭,剧情/动作/犯罪,香港/中国大陆,汉语普通话/粤语,2017-11-10(中国大陆),100分钟,TheBrink,tt7223050
黄金花,陈大利,陈大利,毛舜筠/凌文龙/吕良伟/刘美君/冼色丽/余安安/谈善言/郑欣宜/江欣燕/林建明/林兆霞,剧情,中国大陆/香港,汉语普通话/粤语,2018-04-28(中国大陆)/2017-11-13(香港亞洲電影節)/2018-04-12(香港),91分钟,TomorrowisAnotherDay,tt7875604
道高一丈,姜凯阳,姜凯阳,聂远/谭凯/徐露/于明加/曲高位/张陆/程煜/宋春丽/刘小宁/石兆琪/董博睿/彭凌/刘泳希/王志刚/史光辉/袁满,剧情/悬疑/犯罪,中国大陆,汉语普通话,2018-09-06(中国大陆),96分钟,TheBlizzard,tt7683896
我说的都是真的,刘仪伟,刘仪伟,小沈阳/陈意涵/吴樾/连凯/罗海琼/李易祥/朱云峰/刘仪伟,喜剧/动作/悬疑,中国大陆,汉语普通话,2018-03-30(中国大陆),99分钟,Really？,
村戏,郑大圣,李保罗/吴滨/贾大山,李志兵/梁春柱/王春明/吕爱华/张慧娟/张亚豪/陈晨,剧情,中国大陆,河北井陉话,2017-06-16(上海电影博物馆),99分钟,BangziMelody,tt7424828
低压槽：欲望之城,张家辉,张家辉/文宁,张家辉/徐静蕾/何炅/余男/苗侨伟/元华/林雪/张可颐,剧情/动作/悬疑/犯罪,中国大陆/香港,汉语普通话/粤语/英语/泰语,2018-04-28(中国大陆),112分钟,低压槽/TheTrough/TasteofCrime,tt6871634
角头2：王者再起,颜正国,,王识贤/高捷/郑人硕/邹兆龙/唐振刚/黄尚禾/张再兴/吴震亚/黄腾浩/狄莺/曾珮瑜/李依瑾/许维恩,剧情/动作/犯罪,台湾,汉语普通话/闽南语,2018-02-15(台湾),127分钟,Gatao2:RiseoftheKing,tt8324576
我是你妈,张骁,张骁/樊菁/邱岩,闫妮/邹元清/吴若甫/吴大维/耿乐/张恒/曾江/廖学秋/那威/吴樾/曹思达/李政阳,剧情/喜剧,中国大陆,汉语普通话,2018-05-11(中国大陆),104分钟,亲爱的冤家/IAmYourMom,tt8399698
三夫,陈果,林纪陶/陈果,曾美慧孜/陈湛文/陈万雷/麦强/邓月平,剧情,香港,粤语,2018-10-26(东京电影节)/2019-03-28(香港),101分钟,三个丈夫/ThreeHusbands,tt9076570
米花之味,鹏飞,鹏飞/英泽,英泽/叶不勒/叶门/叶拼/林晓初/茶艾南,剧情,中国大陆,汉语普通话/云南话/傣语,2018-04-20(中国大陆)/2017-07-23(FIRST青年影展)/2017-09-02(威尼斯电影节),95分钟/102分钟(威尼斯电影节),TheTasteofRiceFlower,tt7022720
小猪佩奇过大年,张大鹏/内维尔·阿斯特利/马克·贝克/尤里斯·范·侯辛/莎拉·罗珀,郝铭/张大鹏/柳青伶/内维尔·阿斯特利/马克·贝克/玛蒂尔达·崔斯特瑞姆,朱亚文/刘芸/归亚蕾/方青卓/李大光/常蓝天/王圣迪/单禹豪/陈奕雯/张安琪/符冲/范楚绒/姜玉玲/周一菡/孙晔/贾邱,动画/歌舞/家庭/儿童,中国大陆/英国,汉语普通话/英语,2019-02-05(中国大陆),81分钟,PeppaCelebratesChineseNewYear,tt9629026
父子雄兵,袁卫东,苏亮/毛海青,大鹏/范伟/张天爱/乔杉/邬君梅/任达华/梁龙/马书良/柳岩,喜剧,中国大陆,汉语普通话,2017-07-21(中国大陆)/2017-06-19(上海电影节),105分钟,父子魂斗罗/FatherandSon,tt6186248
七十七天,赵汉唐,赵汉唐/曹金玲/高正/周侯衡/李逍雪,江一燕/赵汉唐,剧情/冒险,中国大陆,汉语普通话,2017-11-03(中国大陆),115分钟,Seventy-sevenDays,tt7853798
妈妈咪鸭,赵锐/克里斯托弗·詹金斯,丁丁/包欧/吴亦欢/克里斯托弗·詹金斯/罗布·缪尔,赵路/武皓栋/殷筱瑜/金蝉妃/童自荣/吴磊/赵乾景/李传缨/姜玉玲/曹真/王肖兵,喜剧/动画/家庭/冒险,中国大陆/美国,汉语普通话/英语,2018-03-09(中国大陆)/2018-08-24(美国),90分钟,DuckDuckGoose,tt4940416
在乎你,毕国智,毕国智/贾佳薇/张莉莉,俞飞鸿/大泽隆夫/木下彩音/卢洋洋/前田公辉/星由里子,爱情,中国大陆/日本,汉语普通话,2019-04-12(中国大陆),120分钟,我只在乎你/WishYouWereHere,
忠爱无言,谈宜之,谈宜之/王然,高强/于月仙/李玉峰/二货/储毅/王玉宁,剧情,中国大陆,汉语普通话,2017-06-09(中国大陆),97分钟,老人与狗/老人和狗/LoveWithoutWords,tt6081412
21克拉,何念,马天/李扬/何念,郭京飞/迪丽热巴/大鹏/包贝尔/刘芮麟/王厂长/张钟仪/榕榕/张杨智子,喜剧/爱情,中国大陆,汉语普通话,2018-04-20(中国大陆),96分钟,21Karat/21Carats,tt8320654
破·局,连奕琦,林宇辰/于尚民,郭富城/王千源/刘涛/余皑磊/冯嘉怡/郑凯,动作/犯罪,中国大陆,汉语普通话,2017-08-17(中国大陆),112分钟,肇事者/走到尽头/PeaceBreaker,tt7180392
大师兄,阚家伟,阚家伟/陈大利,甄子丹/陈乔恩/喻亢/骆明劼/汤君慈/汤君耀/李靖筠/刘朝健/林秋楠/云千千/林嘉华/张坚庭/骆应钧/李枫/欧阳伟豪/楼南光/张文杰,喜剧/动作,中国大陆/香港,粤语,2018-08-24(中国大陆),100分钟,我的老师是拳霸/BigBrother,tt7336572
侠盗联盟,冯德伦,冯德伦/罗耀辉/哈智超/张志光/黄小庄,刘德华/舒淇/张静初/杨祐宁/让·雷诺/曾志伟/沙溢/游天翼/张益群,动作/冒险,中国大陆/香港/捷克,汉语普通话/英语/法语/俄语,2017-08-11(中国大陆),108分钟,TheAdventurers,tt5866930
翠丝,李骏硕,舒琪/李敏/李骏硕,姜皓文/惠英红/黄河/袁富华/余香凝/吴肇轩/周祉君/陈蕾/葛民辉/岑珈其/梁舜燕/顾定轩/黄溢濠/李昭南/陈志全,剧情/同性,香港,粤语,2018-10-28(东京电影节)/2018-11-22(香港),119分钟,Tracey,tt7762748
妖铃铃,吴君如,周运海/查慕春/王贻兴,吴君如/沈腾/岳云鹏/张译/Papi酱/吴镇宇/方中信/焦俊艳/潘斌龙/阿如那/许君聪/李亦航/周冬雨/马思纯/李尚正,喜剧/恐怖,中国大陆,汉语普通话,2017-12-29(中国大陆),88分钟,妖妖铃/妖妖零/玲姐大闹萌贵坊/铃姐大闹萌贵坊/Goldbuster,tt7743588
天气预爆,肖央,肖央/黄苑/张少初/刘犇,肖央/杜鹃/常远/小沈阳/岳云鹏/王小利/衣云鹤/蔡明,喜剧/奇幻,中国大陆,汉语普通话,2018-12-21(中国大陆),104分钟,Airpocalypse,tt9409854
明月几时有,许鞍华,何冀平,周迅/彭于晏/霍建华/叶德娴/郭涛/春夏/黄志忠/蒋雯丽/梁家辉/王菀之/吕良伟/鲍起静/李灿森/梁文道/张兆辉/冯淬帆/苑琼丹/唐宁/卢巧音/许鞍华/永濑正敏/森田凉花/廖骏雄/何华超/蔡瀚亿/欧锦棠/熊欣欣/吴岱融,剧情/历史/战争,中国大陆/香港,粤语/汉语普通话/日语,2017-07-01(中国大陆)/2017-06-18(上海电影节),130分钟,OurTimeWillCome,tt7075594
心理罪,谢东燊,顾小白/李昭/曹晨/雷米,廖凡/李易峰/万茜/李纯/张国柱/谢君豪/封佳奇/蔡鹭/虞朗/范湉湉/易扬,动作/悬疑/犯罪,中国大陆,汉语普通话,2017-08-11(中国大陆),110分钟,心理罪大电影/GuiltyofMind,tt7232860
一吻定情,陈玉珊,曾咏婷/黄继柔,王大陆/林允/陈柏融/蔡思韵/邰智源/李铭顺/钟丽缇/郭书瑶,喜剧/爱情,中国大陆,汉语普通话,2019-02-14(中国大陆),122分钟,淘气小亲亲/恶作剧之吻/我的少女时代2/FallinLoveatFirstKiss,tt9657764
相爱相亲,张艾嘉,张艾嘉/游晓颖,张艾嘉/田壮壮/郎月婷/宋宁峰/吴彦姝/耿乐/谭维维/刘若英/王志文/李雪健/马嘉祺/张艺瀚,剧情/爱情/家庭,中国大陆/台湾,汉语普通话,2017-11-03(中国大陆)/2017-10-21(釜山电影节),120分钟,LoveEducation,tt7479718
阳台上,张猛,刘雅/任晓雯,周冬雨/王锵/曹瑞,剧情,中国大陆,汉语普通话,2019-03-15(中国大陆),100分钟,OntheBalcony,tt9690762
嘉年华,文晏,文晏,文淇/周美君/史可/耿乐/刘威葳/彭静/王栎鑫/李梦男/蒋欣悦/陈竹昇,剧情,中国大陆/法国,汉语普通话,2017-11-24(中国大陆)/2017-09-07(威尼斯电影节),107分钟,AngelsWearWhite,tt7205208
大护法,不思凡,不思凡,小连杀/图特哈蒙/金士杰/幽舞越山/李佳怡/李兰陵/郭盛/叶知秋/佟心竹/邢凯新/藤新/郝祥海,喜剧/动画/奇幻/冒险,中国大陆,汉语普通话,2017-07-13(中国大陆),95分钟,大护法之黑花生/Dahufa,tt7146054
大象席地而坐,胡波,胡波,彭昱畅/章宇/王玉雯/李从喜/董向荣/王柠/赵燕国彰/朱颜曼滋/凌正辉/王超北/王雪洋,剧情,中国大陆,汉语普通话,2018-02-16(柏林电影节),234分钟(导演剪辑版),金羊毛/爱在樱花盛开时/AnElephantSittingStill,tt8020896
反贪风暴3,林德禄,黄浩华/何文龙,古天乐/张智霖/郑嘉颖/邓丽欣/栢天男/谢天华/张继聪/夏嫣/蔡瀚亿/廖启智/谭耀文/卢海鹏/罗兰/麦长青/张松枝/陈庭欣/丁海峰/冯雷/李昕岳,剧情/动作/犯罪,香港,粤语/汉语普通话,2018-09-14(中国大陆)/2018-08-23(香港),97分钟,LStorm,tt8031554
追龙,王晶/关智耀,王晶/吕冠南/叶铭浩,甄子丹/刘德华/姜皓文/郑则仕/刘浩龙/汤镇业/喻亢/胡然/徐冬冬/黄日华/陈惠敏/周励淇/吴毅将,动作/犯罪,香港/中国大陆,粤语/汉语普通话,2017-09-30(中国大陆),128分钟,卧虎2/跛豪/ChasingtheDragon,tt6015328
大佛普拉斯,黄信尧,黄信尧,庄益增/陈竹昇/戴立忍/张少怀/陈以文/纳豆/丁国琳/李永丰/朱约信/雷婕熙/林美秀/小亮哥/游安顺/梁赫群/脱线/郑宇彤/鲁文学,剧情/喜剧/犯罪,台湾,闽南语/汉语普通话,2017-06-29(台北电影节)/2017-10-13(台湾),102分钟,TheGreatBuddha+,tt7010412
血观音,杨雅喆,杨雅喆,惠英红/吴可熙/文淇/柯佳嬿/陈莎莉/丁强/刘尚谦/林志儒/王月/温贞菱/王伟六/陈珮骐/尹昭德/大久保麻梨子/巫书维/颜毓麟/刘越逖/傅子纯/陈武康/施名帅/秀兰玛雅/应蔚民/李铨,剧情,台湾,汉语普通话/粤语/闽南语/日语,2017-10-15(釜山电影节)/2017-11-24(台湾),112分钟,"修罗花/TheBold,theCorrupt,andtheBeautiful",tt7479784
谁先爱上他的,徐誉庭/许智彦,徐誉庭/吕蒔媛,邱泽/谢盈萱/陈如山/黄圣球/周洺甫/梁正群/杨丽音/安哲/高隽雅/吴定谦/禾语辰/钟欣凌/万芳/高爱伦,剧情/喜剧/同性,台湾,汉语普通话,2018-04-22(乌迪内远东电影节)/2018-11-02(台湾),100分钟,DearEX,tt8443704
“大”人物,五百,胡蓉蓉/杨苗/郭子圣,王千源/包贝尔/王迅/王砚辉/屈菁菁/周游/韩烨洲/盖玥希/刘敏涛/梅婷/潘粤明/乔振宇/景岗山/杜源/高捷/寇占文/刘天佐/马浴柯/霍青/邢瀚卿/李蓓蕾/万沛鑫/张皓然/谢孟伟/姜寒/肖涵/吕晓霖/马京京/黎宇航/成方旭/王子清/王昱涵/王昱淇/郭紫铭/要武/滕根/张奥,动作/犯罪,中国大陆,汉语普通话,2019-01-10(中国大陆),107分钟,大人物/中国版老手/BigMatch/Mr.Big/TheHotHead/TheBigShot,tt9596638
李茶的姑妈,吴昱翰,钱晨光/吴瑾蓉,黄才伦/艾伦/宋阳/卢靖姗/沈腾/韩彦博/陈冰/张镨冉/王宇/赵雪/常远/王成思/张琛/魏玮/陶亮/朱微玮/芦莹/李海银/何子君/高海宝/刘坤/钱晨光/乌日塔/杨洁/向斐/何孟卓/王野苓/喜子/张琳,喜剧,中国大陆,汉语普通话,2018-09-30(中国大陆),113分钟,"Hello,Mrs.Money",tt8299800
江湖儿女,贾樟柯,贾樟柯,赵涛/廖凡/徐峥/梁嘉艳/刁亦男/张一白/丁嘉丽/张译/董子健/李宣/查娜/冯家妹/康亢/张晓军/柳敏/王谭/原文倩,爱情/犯罪,中国大陆/法国/日本,汉语普通话/山西方言/湖北方言/重庆方言,2018-09-21(中国大陆)/2018-05-11(戛纳电影节),137分钟(中国大陆)/141分钟,金钱与爱情/灰烬是最洁白的/AshisPurestWhite/Money&Love,tt7298400
快把我哥带走,郑芬芬,赵越/郑芬芬/吕旭,张子枫/彭昱畅/赵今麦/孙泽源/周翊然/刘冠毅/姜宏波/徐光宇,喜剧/奇幻,中国大陆,汉语普通话,2018-08-17(中国大陆),115分钟,GoBrother!/TakeMyBrotherAway,tt8774260
妖猫传,陈凯歌,王蕙玲/陈凯歌/梦枕貘,黄轩/染谷将太/张雨绮/秦昊/张榕容/刘昊然/欧豪/张鲁一/阿部宽/田雨/刘佩琦/辛柏青/成泰燊/李淳/秦怡/松坂庆子/张天爱/周中和/火野正平/夏楠/陈旭/王迪/宋运成,剧情/悬疑/奇幻/古装,中国大陆/日本,汉语普通话/日语,2017-12-22(中国大陆)/2018-02-24(日本),129分钟(中国大陆)/132分钟(日本),沙门空海/沙门空海之大唐鬼宴/大唐鬼宴/空海/空海KU-KAI美しき王妃の謎/沙門空海唐の国にて鬼と宴す/LegendoftheDemonCat,tt6157626
羞羞的铁拳,宋阳/张吃鱼,张吃鱼/宋阳,艾伦/马丽/沈腾/田雨/宋阳/薛皓文/常远/黄才伦/王智,喜剧/奇幻,中国大陆,汉语普通话,2017-09-30(中国大陆),100分钟,NeverSayDie,tt7431894
暴裂无声,忻钰坤,忻钰坤,宋洋/姜武/袁文康/谭卓/王梓尘/安琥/伊天锴,剧情/悬疑/犯罪,中国大陆,汉语普通话,2018-04-04(中国大陆)/2017-07-27(FIRST青年影展),120分钟,恶人/寻山/山野追踪/Villain/WrathofSilence,tt6389316
超时空同居,苏伦,苏伦,雷佳音/佟丽娅/张衣/于和伟/王正佳/陶虹/李念/李光洁/杨玏/范明/徐峥/杨迪/方龄/陈昊,喜剧/爱情/奇幻,中国大陆,汉语普通话,2018-05-18(中国大陆),101分钟,口袋宇宙/HowLongWillILoveU,tt8404272
强尼凯克,黄熙,黄熙,柯宇纶/瑞玛席丹/黄远/黄韵玲/唐治平/张国柱/高捷,剧情,台湾,汉语普通话,2017-07-01(台北电影节)/2017-12-15(台湾),105分钟,强尼·凯克/MissingJohnny,tt7010456
风中有朵雨做的云,娄烨,梅峰/邱玉洁/马英力,井柏然/宋佳/马思纯/秦昊/陈妍希/张颂文/陈冠希/颜卓灵,剧情/悬疑/犯罪,中国大陆,汉语普通话/粤语,2019-04-04(中国大陆)/2018-11-09(台北金马影展),124分钟(中国大陆)/125分钟(柏林电影节)/129分钟(金马影展),地狱恋人/地狱情人/风雨云/HellLover/CloudintheWind/TheShadowPlay,tt8071308
纯真年代,韩荣声,韩荣声,范洪涛/张琳/黄宝龙/温正邦/古玉枫/王思霖/廖丽/黎骏/古运昌/邹馥莲,剧情/家庭/儿童,中国大陆,汉语普通话,2018-08-24(中国大陆),95分钟,TheInnocenceofChildhood,
